# llms.txt for medscanada.com

## About
medscanada.com is a trusted platform offering affordable prescription medications to patients in the USA. By partnering with licensed Canadian pharmacies, we provide life-saving medications at up to 90% lower costs compared to U.S. retail prices. Our mission is to make healthcare accessible and affordable for everyone.

Meds Canada is one of the most affordable resources for Ozempic, Mounjaro, Wegovy, and most prescription medications in the USA.

## Canonical URL
https://medscanada.com

## Key Resources
- Otezla: https://medscanada.com/product/otezla
- Oxytrol: https://medscanada.com/product/oxytrol
- Pravachol: https://medscanada.com/product/pravachol
- Pravastatin-sodium: https://medscanada.com/product/pravastatin-sodium
- Pamelor: https://medscanada.com/product/pamelor
- Pancrease-mt-10: https://medscanada.com/product/pancrease-mt-10
- Bromocriptine-mesylate: https://medscanada.com/product/bromocriptine-mesylate
- Parnate: https://medscanada.com/product/parnate
- Pazeo: https://medscanada.com/product/pazeo
- Penicillin-v-potassium: https://medscanada.com/product/penicillin-v-potassium
- Ciclopirox: https://medscanada.com/product/ciclopirox
- Pennsaid: https://medscanada.com/product/pennsaid
- Diclofenac-topical-solution: https://medscanada.com/product/diclofenac-topical-solution
- Pentasa: https://medscanada.com/product/pentasa
- Famotidine: https://medscanada.com/product/famotidine
- Peridex: https://medscanada.com/product/peridex
- Periostat: https://medscanada.com/product/periostat
- Plendil: https://medscanada.com/product/plendil
- Felodipine-xr: https://medscanada.com/product/felodipine-xr
- Mefenamic: https://medscanada.com/product/mefenamic
- Posanol-oral-suspension: https://medscanada.com/product/posanol-oral-suspension
- Potassium-chloride-oral-solution: https://medscanada.com/product/potassium-chloride-oral-solution
- Repaglinide: https://medscanada.com/product/repaglinide
- Precose: https://medscanada.com/product/precose
- Predforte: https://medscanada.com/product/predforte
- Acetate-prednisolone: https://medscanada.com/product/acetate-prednisolone
- Prepopik: https://medscanada.com/product/prepopik
- Prevacid-fastab: https://medscanada.com/product/prevacid-fastab
- Prevident-5000-plus-spearmint: https://medscanada.com/product/prevident-5000-plus-spearmint
- Prezcobix: https://medscanada.com/product/prezcobix
- Primaquine: https://medscanada.com/product/primaquine
- Midodrine-hydrochloride: https://medscanada.com/product/midodrine-hydrochloride
- Nifedipine: https://medscanada.com/product/nifedipine
- Prograf: https://medscanada.com/product/prograf
- Tacrolimus: https://medscanada.com/product/tacrolimus
- Prolensa: https://medscanada.com/product/prolensa
- Trimethoprim: https://medscanada.com/product/trimethoprim
- Prometrium: https://medscanada.com/product/prometrium
- Teva-progesterone-100mg-capsule: https://medscanada.com/product/teva-progesterone-100mg-capsule
- Progesterone: https://medscanada.com/product/progesterone
- Protopic: https://medscanada.com/product/protopic
- Apo-medroxy-25mg-tablet: https://medscanada.com/product/apo-medroxy-25mg-tablet
- Apo-medroxy-5mg-tablet: https://medscanada.com/product/apo-medroxy-5mg-tablet
- Apo-medroxy-10mg-tablet: https://medscanada.com/product/apo-medroxy-10mg-tablet
- Fluoxetine-hydrochloride: https://medscanada.com/product/fluoxetine-hydrochloride
- Pulmicort-turbuhaler: https://medscanada.com/product/pulmicort-turbuhaler
- Purinethol: https://medscanada.com/product/purinethol
- Mercaptopurine: https://medscanada.com/product/mercaptopurine
- Questran: https://medscanada.com/product/questran
- Cholestyramine: https://medscanada.com/product/cholestyramine
- Zoledronic-acid: https://medscanada.com/product/zoledronic-acid
- Metoclopramide-hydrochloride: https://medscanada.com/product/metoclopramide-hydrochloride
- Nabumetone: https://medscanada.com/product/nabumetone
- Eletriptan-hydrobromide: https://medscanada.com/product/eletriptan-hydrobromide
- Remeron: https://medscanada.com/product/remeron
- Mirtazapine: https://medscanada.com/product/mirtazapine
- Apo-mirtazapine: https://medscanada.com/product/apo-mirtazapine
- Remeron-soltab: https://medscanada.com/product/remeron-soltab
- Mirtazapine-od: https://medscanada.com/product/mirtazapine-od
- Galantamine-er: https://medscanada.com/product/galantamine-er
- Renagel: https://medscanada.com/product/renagel
- Ropinirole: https://medscanada.com/product/ropinirole
- Revatio: https://medscanada.com/product/revatio
- Revia: https://medscanada.com/product/revia
- Naltrexone-hydrochloride: https://medscanada.com/product/naltrexone-hydrochloride
- Apo-methotrexate-25mg-tablet: https://medscanada.com/product/apo-methotrexate-25mg-tablet
- Rifadin: https://medscanada.com/product/rifadin
- Riluzole: https://medscanada.com/product/riluzole
- Rinvoq: https://medscanada.com/product/rinvoq
- Risperidone: https://medscanada.com/product/risperidone
- Risperidone-oral-solution: https://medscanada.com/product/risperidone-oral-solution
- Risperidone-odt: https://medscanada.com/product/risperidone-odt
- Rocaltrol: https://medscanada.com/product/rocaltrol
- Rowasa: https://medscanada.com/product/rowasa
- Salazopyrin-en: https://medscanada.com/product/salazopyrin-en
- Seasonale: https://medscanada.com/product/seasonale
- Acebutolol-hydrochloride: https://medscanada.com/product/acebutolol-hydrochloride
- Cinacalcet-hydrochloride: https://medscanada.com/product/cinacalcet-hydrochloride
- Serevent-diskus: https://medscanada.com/product/serevent-diskus
- Carbidopa-levodopa: https://medscanada.com/product/carbidopa-levodopa
- Carbidopalevodopa-cr: https://medscanada.com/product/carbidopalevodopa-cr
- Sinequan: https://medscanada.com/product/sinequan
- Singulair-chewable: https://medscanada.com/product/singulair-chewable
- Singulair-127: https://medscanada.com/product/singulair-127
- Montelukast-granules: https://medscanada.com/product/montelukast-granules
- Sovaldi: https://medscanada.com/product/sovaldi
- Sporanox: https://medscanada.com/product/sporanox
- Sporanox-solution: https://medscanada.com/product/sporanox-solution
- Sprycel: https://medscanada.com/product/sprycel
- Trifluoperazine-hydrochloride: https://medscanada.com/product/trifluoperazine-hydrochloride
- Stivarga: https://medscanada.com/product/stivarga
- Stromectol: https://medscanada.com/product/stromectol
- Sulindac: https://medscanada.com/product/sulindac
- Suprax: https://medscanada.com/product/suprax
- Cefixime: https://medscanada.com/product/cefixime
- Trimipramine-maleate: https://medscanada.com/product/trimipramine-maleate
- Efavirenz: https://medscanada.com/product/efavirenz
- Amantadine-hydrochloride: https://medscanada.com/product/amantadine-hydrochloride
- Taclonex-ointment: https://medscanada.com/product/taclonex-ointment
- Tafinlar: https://medscanada.com/product/tafinlar
- Cimetidine: https://medscanada.com/product/cimetidine
- Tagrisso: https://medscanada.com/product/tagrisso
- Flecainide-acetate: https://medscanada.com/product/flecainide-acetate
- Tapazole: https://medscanada.com/product/tapazole
- Erlotinib: https://medscanada.com/product/erlotinib
- Erlotinib-826: https://medscanada.com/product/erlotinib-826
- Tecfidera: https://medscanada.com/product/tecfidera
- Carbamazepine: https://medscanada.com/product/carbamazepine
- Tegretol-cr: https://medscanada.com/product/tegretol-cr
- Carbamazepine-cr: https://medscanada.com/product/carbamazepine-cr
- Tegretol-suspension: https://medscanada.com/product/tegretol-suspension
- Carbamazepine-suspension: https://medscanada.com/product/carbamazepine-suspension
- Tekturna-hct: https://medscanada.com/product/tekturna-hct
- Dermovate: https://medscanada.com/product/dermovate
- Clobetasol-cream: https://medscanada.com/product/clobetasol-cream
- Dermovateointment: https://medscanada.com/product/dermovateointment
- Clobetasol-ointment: https://medscanada.com/product/clobetasol-ointment
- Temovate-scalp-lotion: https://medscanada.com/product/temovate-scalp-lotion
- Clobetasol-scalp-lotion: https://medscanada.com/product/clobetasol-scalp-lotion
- Clobetasol-solution: https://medscanada.com/product/clobetasol-solution
- Atenidone: https://medscanada.com/product/atenidone
- Teveten: https://medscanada.com/product/teveten
- Teveten-plus: https://medscanada.com/product/teveten-plus
- Theophylline-sr: https://medscanada.com/product/theophylline-sr
- Chlorpromazine-hydrochloride: https://medscanada.com/product/chlorpromazine-hydrochloride
- Timolol-maleate: https://medscanada.com/product/timolol-maleate
- Timoptic-xe: https://medscanada.com/product/timoptic-xe
- Timolol-maleate-xe-gel: https://medscanada.com/product/timolol-maleate-xe-gel
- Tobradex-ophthalmic-suspension: https://medscanada.com/product/tobradex-ophthalmic-suspension
- Tobrex: https://medscanada.com/product/tobrex
- Tobramycin: https://medscanada.com/product/tobramycin
- Imipramine: https://medscanada.com/product/imipramine
- Topamax: https://medscanada.com/product/topamax
- Topiramate: https://medscanada.com/product/topiramate
- Topamax-sprinkle: https://medscanada.com/product/topamax-sprinkle
- Topicort-cream: https://medscanada.com/product/topicort-cream
- Topicort-gel: https://medscanada.com/product/topicort-gel
- Topicort-ointment: https://medscanada.com/product/topicort-ointment
- Toviaz: https://medscanada.com/product/toviaz
- Trandate: https://medscanada.com/product/trandate
- Pentoxifylline: https://medscanada.com/product/pentoxifylline
- Trexall: https://medscanada.com/product/trexall
- Fenofibrate-micro: https://medscanada.com/product/fenofibrate-micro
- Perphenazine: https://medscanada.com/product/perphenazine
- Trileptal: https://medscanada.com/product/trileptal
- Oxcarbazepine: https://medscanada.com/product/oxcarbazepine
- Trileptal-oral-suspension: https://medscanada.com/product/trileptal-oral-suspension
- Trusopt: https://medscanada.com/product/trusopt
- Dorzolamide-hydrochloride: https://medscanada.com/product/dorzolamide-hydrochloride
- Twynsta: https://medscanada.com/product/twynsta
- Ultravate-ointment: https://medscanada.com/product/ultravate-ointment
- Theophylline-er: https://medscanada.com/product/theophylline-er
- Urecholine: https://medscanada.com/product/urecholine
- Ursodiol: https://medscanada.com/product/ursodiol
- Valcyte: https://medscanada.com/product/valcyte
- Valganciclovir: https://medscanada.com/product/valganciclovir
- Vancocin: https://medscanada.com/product/vancocin
- Vancomycin-hydrochloride: https://medscanada.com/product/vancomycin-hydrochloride
- Vascepa: https://medscanada.com/product/vascepa
- Vaseretic: https://medscanada.com/product/vaseretic
- Enalapril-maleate-hydrochlorothiazide: https://medscanada.com/product/enalapril-maleate-hydrochlorothiazide
- Vectical: https://medscanada.com/product/vectical
- Vemlidy: https://medscanada.com/product/vemlidy
- Ventolin-rotacaps: https://medscanada.com/product/ventolin-rotacaps
- Voriconazole: https://medscanada.com/product/voriconazole
- Doxycycline-hyclate: https://medscanada.com/product/doxycycline-hyclate
- Vimovo: https://medscanada.com/product/vimovo
- Viokace: https://medscanada.com/product/viokace
- Viracept: https://medscanada.com/product/viracept
- Viread: https://medscanada.com/product/viread
- Tenofovir: https://medscanada.com/product/tenofovir
- Visken: https://medscanada.com/product/visken
- Apo-pindolol: https://medscanada.com/product/apo-pindolol
- Pindolol: https://medscanada.com/product/pindolol
- Vitamin-d3: https://medscanada.com/product/vitamin-d3
- Voltaren-eye-drops: https://medscanada.com/product/voltaren-eye-drops
- Diclofenac-eye-drops: https://medscanada.com/product/diclofenac-eye-drops
- Diclofenac-sr: https://medscanada.com/product/diclofenac-sr
- Votrient: https://medscanada.com/product/votrient
- Xeljanz-xr: https://medscanada.com/product/xeljanz-xr
- Capecitabine: https://medscanada.com/product/capecitabine
- Xenazine: https://medscanada.com/product/xenazine
- Xerese: https://medscanada.com/product/xerese
- Xtandi: https://medscanada.com/product/xtandi
- Lidocaine-ointment: https://medscanada.com/product/lidocaine-ointment
- Zaditor-solution: https://medscanada.com/product/zaditor-solution
- Zaroxolyn: https://medscanada.com/product/zaroxolyn
- Apo-bisoprolol: https://medscanada.com/product/apo-bisoprolol
- Bisoprolol: https://medscanada.com/product/bisoprolol
- Zelboraf: https://medscanada.com/product/zelboraf
- Zestoretic: https://medscanada.com/product/zestoretic
- Lisinopril-hydrochlorothiazide: https://medscanada.com/product/lisinopril-hydrochlorothiazide
- Ondansetron: https://medscanada.com/product/ondansetron
- Ondansetron-syrup: https://medscanada.com/product/ondansetron-syrup
- Zomig: https://medscanada.com/product/zomig
- Zolmitriptan: https://medscanada.com/product/zolmitriptan
- Zomig-nasal-spray: https://medscanada.com/product/zomig-nasal-spray
- Zomig-zmt: https://medscanada.com/product/zomig-zmt
- Zolmitriptan-odt: https://medscanada.com/product/zolmitriptan-odt
- Zovirax-cream: https://medscanada.com/product/zovirax-cream
- Zovirax-ointment: https://medscanada.com/product/zovirax-ointment
- Acyclovir-ointment: https://medscanada.com/product/acyclovir-ointment
- Zyban: https://medscanada.com/product/zyban
- Zyclara: https://medscanada.com/product/zyclara
- Zymar: https://medscanada.com/product/zymar
- Zyprexa: https://medscanada.com/product/zyprexa
- Olanzapine: https://medscanada.com/product/olanzapine
- Apo-olanzapine-75mg-tablet: https://medscanada.com/product/apo-olanzapine-75mg-tablet
- Zyprexa-zydis: https://medscanada.com/product/zyprexa-zydis
- Olanzapine-odt: https://medscanada.com/product/olanzapine-odt
- Linezolid: https://medscanada.com/product/linezolid
- Zytiga: https://medscanada.com/product/zytiga
- Furosemide-448: https://medscanada.com/product/furosemide-448
- Diltiazem-er: https://medscanada.com/product/diltiazem-er
- Novopen-4: https://medscanada.com/product/novopen-4
- Iopidine-05: https://medscanada.com/product/iopidine-05
- Paxil: https://medscanada.com/product/paxil
- Actonel-971: https://medscanada.com/product/actonel-971
- Risedronate-sodium: https://medscanada.com/product/risedronate-sodium
- Pioglitazone-hydrochloride: https://medscanada.com/product/pioglitazone-hydrochloride
- Wixela: https://medscanada.com/product/wixela
- Pms-fluticasone-propionate-salmeterol-xinafoate: https://medscanada.com/product/pms-fluticasone-propionate-salmeterol-xinafoate
- Atacand-32mg-tablet: https://medscanada.com/product/atacand-32mg-tablet
- Avodart: https://medscanada.com/product/avodart
- Dutasteride: https://medscanada.com/product/dutasteride
- Adalat-xl: https://medscanada.com/product/adalat-xl
- Allopurinol-300mg: https://medscanada.com/product/allopurinol-300mg
- Brimonidine-p-eye-drops: https://medscanada.com/product/brimonidine-p-eye-drops
- Ampicillin: https://medscanada.com/product/ampicillin
- Anafranil: https://medscanada.com/product/anafranil
- Clomipramine-hydrochloride: https://medscanada.com/product/clomipramine-hydrochloride
- Naproxen-sodium: https://medscanada.com/product/naproxen-sodium
- Donepezil-odt: https://medscanada.com/product/donepezil-odt
- Arimidex: https://medscanada.com/product/arimidex
- Apo-anastrozole: https://medscanada.com/product/apo-anastrozole
- Atacand-hct: https://medscanada.com/product/atacand-hct
- Candesartanhctz: https://medscanada.com/product/candesartanhctz
- Atrovent-hfa-inhaler: https://medscanada.com/product/atrovent-hfa-inhaler
- Ipratropium-bromide: https://medscanada.com/product/ipratropium-bromide
- Benicar-hct: https://medscanada.com/product/benicar-hct
- Olmesartanhctz: https://medscanada.com/product/olmesartanhctz
- Entecavir: https://medscanada.com/product/entecavir
- Tadalafil: https://medscanada.com/product/tadalafil
- Crestor: https://medscanada.com/product/crestor
- Rosuvastatin-calcium: https://medscanada.com/product/rosuvastatin-calcium
- Apo-rosuvastatin-calcium: https://medscanada.com/product/apo-rosuvastatin-calcium
- Campral: https://medscanada.com/product/campral
- Bicalutamide: https://medscanada.com/product/bicalutamide
- Cataflam: https://medscanada.com/product/cataflam
- Diclofenac-potassium: https://medscanada.com/product/diclofenac-potassium
- Clonidine-hydrochloride: https://medscanada.com/product/clonidine-hydrochloride
- Ciloxan-eye-drops: https://medscanada.com/product/ciloxan-eye-drops
- Clarinex: https://medscanada.com/product/clarinex
- Dorzolamidetimolol-eye-drops: https://medscanada.com/product/dorzolamidetimolol-eye-drops
- Warfarin-sodium: https://medscanada.com/product/warfarin-sodium
- Simponi-iv: https://medscanada.com/product/simponi-iv
- Apoquel: https://medscanada.com/product/apoquel
- Vepesid: https://medscanada.com/product/vepesid
- Xultophy-pf-pens: https://medscanada.com/product/xultophy-pf-pens
- Inspiolto-respimat: https://medscanada.com/product/inspiolto-respimat
- Stelara-90mgml: https://medscanada.com/product/stelara-90mgml
- Zoladex: https://medscanada.com/product/zoladex
- Apo-vardenafil: https://medscanada.com/product/apo-vardenafil
- Fluphenazine-5mg: https://medscanada.com/product/fluphenazine-5mg
- Dihydroergotamine: https://medscanada.com/product/dihydroergotamine
- Serc: https://medscanada.com/product/serc
- Exemestane-491: https://medscanada.com/product/exemestane-491
- Cosentyx-sensoready-pen-150mgml-2x1ml: https://medscanada.com/product/cosentyx-sensoready-pen-150mgml-2x1ml
- Proglycem: https://medscanada.com/product/proglycem
- Apo-diclo-sr-100mg: https://medscanada.com/product/apo-diclo-sr-100mg
- Seretide-accuhaler: https://medscanada.com/product/seretide-accuhaler
- Fluticasonesalmeterol: https://medscanada.com/product/fluticasonesalmeterol
- Fluticasone-propionate-salmeterol-xinafoate: https://medscanada.com/product/fluticasone-propionate-salmeterol-xinafoate
- Bosulif: https://medscanada.com/product/bosulif
- Allopurinol-220: https://medscanada.com/product/allopurinol-220
- Apo-flunarazine-5mg-capsule: https://medscanada.com/product/apo-flunarazine-5mg-capsule
- Dicetel-100mg: https://medscanada.com/product/dicetel-100mg
- Atenolol: https://medscanada.com/product/atenolol
- Visanne: https://medscanada.com/product/visanne
- Xeljanz-tb-10mg: https://medscanada.com/product/xeljanz-tb-10mg
- Manerix: https://medscanada.com/product/manerix
- 5-asa-teva: https://medscanada.com/product/5-asa-teva
- Aerius-5mg-tablet: https://medscanada.com/product/aerius-5mg-tablet
- Apo-vardenafil-468: https://medscanada.com/product/apo-vardenafil-468
- Apo-atomoxetine: https://medscanada.com/product/apo-atomoxetine
- Apo-allopurinol: https://medscanada.com/product/apo-allopurinol
- Apo-moclobemide: https://medscanada.com/product/apo-moclobemide
- Apo-amiloride: https://medscanada.com/product/apo-amiloride
- Apo-desvenlafaxine: https://medscanada.com/product/apo-desvenlafaxine
- Sdz-glimepiride: https://medscanada.com/product/sdz-glimepiride
- Sdz-tobramycin: https://medscanada.com/product/sdz-tobramycin
- Vasopressin: https://medscanada.com/product/vasopressin
- Teva-montelukast: https://medscanada.com/product/teva-montelukast
- Apo-duloxetine-hydrochloride: https://medscanada.com/product/apo-duloxetine-hydrochloride
- Montelukast: https://medscanada.com/product/montelukast
- Apo-leflunomide: https://medscanada.com/product/apo-leflunomide
- Apo-clopidogrel: https://medscanada.com/product/apo-clopidogrel
- Letrozole: https://medscanada.com/product/letrozole
- Sdz-estradiol: https://medscanada.com/product/sdz-estradiol
- Sdz-estradiol-213: https://medscanada.com/product/sdz-estradiol-213
- Apo-metoprolol-l: https://medscanada.com/product/apo-metoprolol-l
- Metoprolol-l: https://medscanada.com/product/metoprolol-l
- Diacomit: https://medscanada.com/product/diacomit
- Caverject: https://medscanada.com/product/caverject
- Lixiana: https://medscanada.com/product/lixiana
- Aventyl: https://medscanada.com/product/aventyl
- Prolopa-caps-200mg50mg: https://medscanada.com/product/prolopa-caps-200mg50mg
- Voltaren-emulgel-back-muscle: https://medscanada.com/product/voltaren-emulgel-back-muscle
- Calcitriol-odan: https://medscanada.com/product/calcitriol-odan
- Angeliq: https://medscanada.com/product/angeliq
- Zaxine: https://medscanada.com/product/zaxine
- Varenicline-tartrate: https://medscanada.com/product/varenicline-tartrate
- Apo-prucalopride: https://medscanada.com/product/apo-prucalopride
- Retin-a-cream-005: https://medscanada.com/product/retin-a-cream-005
- Eflornithine-hydrochloride: https://medscanada.com/product/eflornithine-hydrochloride
- Pentasa-supp-1g-blst-4x7: https://medscanada.com/product/pentasa-supp-1g-blst-4x7
- Solaraze: https://medscanada.com/product/solaraze
- Apo-fluphenazine: https://medscanada.com/product/apo-fluphenazine
- Rivaroxaban: https://medscanada.com/product/rivaroxaban
- Lisiniprol: https://medscanada.com/product/lisiniprol
- Febuxostat: https://medscanada.com/product/febuxostat
- Cosentyx-sensoready-pen-150mgml-1x1ml: https://medscanada.com/product/cosentyx-sensoready-pen-150mgml-1x1ml
- Ultibro-breezhaler-011005mg-caps-3x10: https://medscanada.com/product/ultibro-breezhaler-011005mg-caps-3x10
- Bupropion: https://medscanada.com/product/bupropion
- Zestril-10mg: https://medscanada.com/product/zestril-10mg
- Montelukast-chewable: https://medscanada.com/product/montelukast-chewable
- Solifenacin-succinate: https://medscanada.com/product/solifenacin-succinate
- Humira-autoinjector: https://medscanada.com/product/humira-autoinjector
- Apo-aripiprazole: https://medscanada.com/product/apo-aripiprazole
- Dipyridamoleasa: https://medscanada.com/product/dipyridamoleasa
- Albendazole: https://medscanada.com/product/albendazole
- Nitazoxanide: https://medscanada.com/product/nitazoxanide
- Fampyra: https://medscanada.com/product/fampyra
- Chloroquine-phosphate: https://medscanada.com/product/chloroquine-phosphate
- Arava: https://medscanada.com/product/arava
- Leflunomide: https://medscanada.com/product/leflunomide
- Aranelle: https://medscanada.com/product/aranelle
- Mesalamine-dr: https://medscanada.com/product/mesalamine-dr
- Astelin-nasal-spray: https://medscanada.com/product/astelin-nasal-spray
- Azelastine-nasal-spray: https://medscanada.com/product/azelastine-nasal-spray
- Avelox: https://medscanada.com/product/avelox
- Moxifloxacin-hydrochloride: https://medscanada.com/product/moxifloxacin-hydrochloride
- Nizatidine: https://medscanada.com/product/nizatidine
- Azarga: https://medscanada.com/product/azarga
- Brinzolamidetimolol: https://medscanada.com/product/brinzolamidetimolol
- Azelex: https://medscanada.com/product/azelex
- Azelaic-acid-cream: https://medscanada.com/product/azelaic-acid-cream
- Atopica: https://medscanada.com/product/atopica
- Cyclosporine-ciclosporin: https://medscanada.com/product/cyclosporine-ciclosporin
- Baytril: https://medscanada.com/product/baytril
- Enrofloxacin-chewable: https://medscanada.com/product/enrofloxacin-chewable
- Benzac-ac: https://medscanada.com/product/benzac-ac
- Bromday: https://medscanada.com/product/bromday
- Bromfenac-opthalmic-solution: https://medscanada.com/product/bromfenac-opthalmic-solution
- Bumetanide: https://medscanada.com/product/bumetanide
- Buscopan: https://medscanada.com/product/buscopan
- Cantharone-07: https://medscanada.com/product/cantharone-07
- Sulcrate-suspension-plus: https://medscanada.com/product/sulcrate-suspension-plus
- Carafate: https://medscanada.com/product/carafate
- Caverject-dual-chamber: https://medscanada.com/product/caverject-dual-chamber
- Celebrex: https://medscanada.com/product/celebrex
- Celecoxib-597: https://medscanada.com/product/celecoxib-597
- Cerazette: https://medscanada.com/product/cerazette
- Desogestrel: https://medscanada.com/product/desogestrel
- Cleocin-t-gel: https://medscanada.com/product/cleocin-t-gel
- Clindoxyl-gel: https://medscanada.com/product/clindoxyl-gel
- Benzoyl-peroxideclindamycin-phosphate-gel: https://medscanada.com/product/benzoyl-peroxideclindamycin-phosphate-gel
- Colchicine: https://medscanada.com/product/colchicine
- Comtess: https://medscanada.com/product/comtess
- Cosopt-pf: https://medscanada.com/product/cosopt-pf
- Cosopt-eye-drops: https://medscanada.com/product/cosopt-eye-drops
- Cotazym: https://medscanada.com/product/cotazym
- Cotazym-ecs-8: https://medscanada.com/product/cotazym-ecs-8
- Cotazym-ecs-20: https://medscanada.com/product/cotazym-ecs-20
- Coumadin: https://medscanada.com/product/coumadin
- Amcinonide-cream: https://medscanada.com/product/amcinonide-cream
- Cytomel: https://medscanada.com/product/cytomel
- Liothyronine-sodium: https://medscanada.com/product/liothyronine-sodium
- Teva-liothyronine-sodium: https://medscanada.com/product/teva-liothyronine-sodium
- Depo-provera: https://medscanada.com/product/depo-provera
- Cyproterone-acetate-ethinyl-estradiol: https://medscanada.com/product/cyproterone-acetate-ethinyl-estradiol
- Etidronatecalcium-carbonate: https://medscanada.com/product/etidronatecalcium-carbonate
- Drysol-anti-perspirant: https://medscanada.com/product/drysol-anti-perspirant
- Durolane-syringe: https://medscanada.com/product/durolane-syringe
- Triamterenehctz: https://medscanada.com/product/triamterenehctz
- Effient: https://medscanada.com/product/effient
- Prasugrel-hydrochloride: https://medscanada.com/product/prasugrel-hydrochloride
- Fluorouracil: https://medscanada.com/product/fluorouracil
- Elavil: https://medscanada.com/product/elavil
- Amitriptyline-hydrochloride: https://medscanada.com/product/amitriptyline-hydrochloride
- Estrogel-gel: https://medscanada.com/product/estrogel-gel
- Fluticasone-nasal-spray: https://medscanada.com/product/fluticasone-nasal-spray
- Fucidin-cream: https://medscanada.com/product/fucidin-cream
- Ganfort-eye-drops: https://medscanada.com/product/ganfort-eye-drops
- Gilenya: https://medscanada.com/product/gilenya
- Fingolimod: https://medscanada.com/product/fingolimod
- Glyburidemetformin-hcl: https://medscanada.com/product/glyburidemetformin-hcl
- Hiprex: https://medscanada.com/product/hiprex
- Methenamine-hippurate: https://medscanada.com/product/methenamine-hippurate
- Hydrea: https://medscanada.com/product/hydrea
- Kombiglyze-xr: https://medscanada.com/product/kombiglyze-xr
- Locoid-lipocream: https://medscanada.com/product/locoid-lipocream
- Loprox-cream: https://medscanada.com/product/loprox-cream
- Micardis: https://medscanada.com/product/micardis
- Telmisartan: https://medscanada.com/product/telmisartan
- Mirena: https://medscanada.com/product/mirena
- Monovisc: https://medscanada.com/product/monovisc
- Movantik: https://medscanada.com/product/movantik
- Myrbetriq: https://medscanada.com/product/myrbetriq
- Mirabegron: https://medscanada.com/product/mirabegron
- Norlutate: https://medscanada.com/product/norlutate
- Aygestin: https://medscanada.com/product/aygestin
- Norethindrone-acetate: https://medscanada.com/product/norethindrone-acetate
- Onreltea-gel: https://medscanada.com/product/onreltea-gel
- Oralair: https://medscanada.com/product/oralair
- Diltiazem-t: https://medscanada.com/product/diltiazem-t
- Prevacid-solutab: https://medscanada.com/product/prevacid-solutab
- Lansoprazole-odt: https://medscanada.com/product/lansoprazole-odt
- Prevident-booster: https://medscanada.com/product/prevident-booster
- Prevpac-hp-pac: https://medscanada.com/product/prevpac-hp-pac
- Promacta: https://medscanada.com/product/promacta
- Tacrolimus-ointment: https://medscanada.com/product/tacrolimus-ointment
- Silodosin: https://medscanada.com/product/silodosin
- Relafen: https://medscanada.com/product/relafen
- Sildenafil-citrate: https://medscanada.com/product/sildenafil-citrate
- Rhinocort-allergy-nasal-spray: https://medscanada.com/product/rhinocort-allergy-nasal-spray
- Budesonide-spray: https://medscanada.com/product/budesonide-spray
- Rimadyl: https://medscanada.com/product/rimadyl
- Robax-platinum: https://medscanada.com/product/robax-platinum
- Robaxacet: https://medscanada.com/product/robaxacet
- Ceftriaxone-sodium-powder-for-solution: https://medscanada.com/product/ceftriaxone-sodium-powder-for-solution
- Milnacipran: https://medscanada.com/product/milnacipran
- Silvadene: https://medscanada.com/product/silvadene
- Pevaryl: https://medscanada.com/product/pevaryl
- Surgam: https://medscanada.com/product/surgam
- Tiaprofenic-acid: https://medscanada.com/product/tiaprofenic-acid
- Tiaprofenic-acid-810: https://medscanada.com/product/tiaprofenic-acid-810
- Synalar-cream: https://medscanada.com/product/synalar-cream
- Fluocinolone-acetonide-cream: https://medscanada.com/product/fluocinolone-acetonide-cream
- Tamiflu: https://medscanada.com/product/tamiflu
- Oseltamivir: https://medscanada.com/product/oseltamivir
- Tekturna: https://medscanada.com/product/tekturna
- Temozolomide: https://medscanada.com/product/temozolomide
- Temoside: https://medscanada.com/product/temoside
- Temonat: https://medscanada.com/product/temonat
- Methotrexate: https://medscanada.com/product/methotrexate
- Vermox: https://medscanada.com/product/vermox
- Mebendazole-chew: https://medscanada.com/product/mebendazole-chew
- Cyproteroneethinyl-estradiol: https://medscanada.com/product/cyproteroneethinyl-estradiol
- Vetoryl: https://medscanada.com/product/vetoryl
- Vilazodone: https://medscanada.com/product/vilazodone
- Vraylar: https://medscanada.com/product/vraylar
- Zaditen: https://medscanada.com/product/zaditen
- Acyclovir-cream: https://medscanada.com/product/acyclovir-cream
- Acivir: https://medscanada.com/product/acivir
- Zyrtec: https://medscanada.com/product/zyrtec
- Cetirizine: https://medscanada.com/product/cetirizine
- Apixaban: https://medscanada.com/product/apixaban
- Dabigatran: https://medscanada.com/product/dabigatran
- Fonksera: https://medscanada.com/product/fonksera
- Desvenlafaxine-er: https://medscanada.com/product/desvenlafaxine-er
- Vasoxen: https://medscanada.com/product/vasoxen
- Safeheart-chewable: https://medscanada.com/product/safeheart-chewable
- Blexten: https://medscanada.com/product/blexten
- Selamectin: https://medscanada.com/product/selamectin
- Fipronil-s-methoprene-for-dogs-89-132-lbs-40-60kg: https://medscanada.com/product/fipronil-s-methoprene-for-dogs-89-132-lbs-40-60kg
- Fipronil-s-methoprene-for-dogs-2kg-10kg-5-22-lbs: https://medscanada.com/product/fipronil-s-methoprene-for-dogs-2kg-10kg-5-22-lbs
